n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2249T0425166B,2,2,4,22,7,7,2,258.8,7.2,45.0,5064.0,11647.2,890.8,1960,4
2438T0456925F,5,2,4,9,6,7,6,574.6,16.0,100.0,89210.0,205183.0,48661.1,2016,7
2291T2458772H,4,0,0,25,7,7,4,92.0,2.0,237.3,9787.4,94.80000000000001,1651.0,2022,2
2285T2701227G,4,2,3,7,6,4,6,316.9,44.9,2700.0,648495.0,855591.5,56096.0,1991,3
2393T2343045J,5,2,5,26,6,7,3,163.0,14.0,17959.7,2797527.0,6434313.0,193029.0,2014,3
2391T0304368Q,4,2,4,22,7,7,2,212.1,5.9,160.0,44270.0,101821.0,7134.299999999999,1990,4
2259T2025151I,3,2,4,26,6,7,6,246.2,6.9,100.0,8832.0,20313.6,1488.7,-1,4
2332T0787479O,4,2,4,9,6,7,6,705.1,19.6,100.0,412610.3,949003.8,119686.0,-1,7
2127T0835574C,1,2,5,26,6,7,6,413.1,11.5,138.2,53704.0,123519.2,8642.699999999999,2011,5
2394T1269175S,4,2,5,22,6,7,3,127.0,16.0,133.5,11481.0,26406.0,1335.0,1970,7
2335T3527830U,5,3,4,26,6,4,6,297.2,67.5,100.0,26712.0,26712.0,2971.0,-1,4
2167T1039942Y,2,2,0,25,7,7,2,315.0,8.0,237.2,32571.3,315.9,0.0,2012,4
2369T4106129J,5,2,4,26,6,7,6,51.3,1.4,100.0,6131.0,14101.3,1507.0,-1,2
2392T2366465C,5,2,4,22,6,7,6,462.4,22.7,100.0,10841741.4,21261728.4,1692964.4,-1,5
2376T0051660N,4,3,4,9,6,7,6,259.5,28.6,100.0,22810.4,38539.6,3950.0,-1,4
2213T0355691O,3,2,5,25,6,7,6,547.9,15.2,79.2,18866.0,43391.8,3072.4,2017,7
2259T2964762F,4,3,4,9,6,4,6,291.0,48.4,100.0,22444.9,27110.600000000002,1414.0,-1,5
2227T2525791M,4,2,5,25,6,4,6,307.0,69.7,89.7,29822.6,29822.6,1908.9,1960,5
2269T1205416L,3,2,4,20,6,4,6,112.6,16.5,100.0,4283.3,5548.200000000001,540.0,-1,3
2206T0922679N,3,2,5,25,4,4,2,396.4,73.6,26.9,9424.0,10674.6,1061.8,1947,6
2285T1377949Y,3,2,4,26,6,7,6,203.6,5.7,100.0,7202.0,16564.6,720.0,-1,4
2369T2108086O,5,2,5,25,6,7,6,118.1,11.0,14509.0,1064084.1,1713686.2999999998,115627.1,1970,3
2335T2317782M,4,2,4,26,6,7,6,348.6,9.7,100.0,23342.0,53686.6,6771.0,-1,4
2235T2186981Q,4,3,4,26,6,7,6,39.1,1.1,100.0,973.3,2238.7,113.3,1995,2
2235T3095487E,4,2,4,26,6,7,6,69.6,1.9,100.0,130507.0,300166.1,16726.0,-1,2
2313T2976051R,5,2,5,25,6,7,6,22.3,1.0,77428.0,2032116.0,4673866.8,324971.0,2013,1
2394T1566640R,4,2,4,22,6,7,6,131.8,3.7,100.0,30690.0,70587.0,8902.3,2002,3
2293T2170061C,4,3,4,9,6,7,6,253.0,7.0,100.0,6740.0,15502.0,1548.0,-1,4
2292T3234337T,5,2,0,25,7,7,2,536.0,14.0,24.4,5698.0,536.7,651.9,1945,7
2369T2371099L,5,3,4,26,6,7,6,110.4,3.1,100.0,12430.0,28589.0,5850.0,1994,3
2138T0858528J,2,4,4,22,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1949,1
2301T1106521F,4,2,4,25,6,2,6,14.0,4.5,100.0,4788.9,4788.9,438.0,1988,1
2329T0257417L,4,2,4,9,6,7,6,209.1,5.8,100.0,19101.0,43932.3,3044.0,-1,4
2359T2915337H,5,2,5,25,6,7,4,218.0,32.0,121.5,48177.0,48177.0,4872.0,1948,4
2268T2495002W,4,2,5,26,6,7,3,81.0,9.0,834.5,49824.0,114594.0,8133.0,1993,2
2133T0581187F,1,2,4,7,6,4,6,194.1,31.7,100.0,3147.7,3841.0,445.4,1948,4
2229T2716451Q,4,2,4,25,6,7,6,305.9,8.5,100.0,11702.7,26916.1,3394.6,2008,5
2377T1012440Q,4,3,4,9,6,7,6,194.8,5.4,100.0,13042.0,29996.6,2568.0,-1,4
2294T1398153J,3,2,4,9,6,7,6,213.9,6.0,100.0,10366.0,23841.8,2658.0,-1,4
2233T0674155Y,2,2,4,22,6,7,6,207.7,5.8,100.0,51360.0,118128.0,9175.0,2001,3
2231T2307996X,4,2,4,9,7,7,2,129.5,3.6,100.0,2377.3,5467.9,689.7,-1,3
2104T0255146B,0,4,4,19,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2244T0979571D,3,2,4,22,6,7,6,265.7,7.4,100.0,15227.0,35022.1,4827.0,1989,4
2375T3520393H,5,3,4,9,6,7,6,774.6,21.6,100.0,111141.0,255624.3,5112.0,-1,7
2189T0424171H,0,2,4,2,6,6,6,498.8,38.4,552.6,0.0,0.0,0.0,1970,6
2157T0631149T,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2114T0574582L,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2369T0211828O,4,2,5,25,6,7,3,23.0,1.0,1430.0,42093.0,96813.0,6906.0,2017,1
2313T3124490W,5,2,4,9,6,7,6,159.0,4.4,196.0,27107.0,62346.100000000006,5168.7,2018,3
2242T0140678Y,3,2,4,7,4,4,2,106.7,24.2,100.0,15188.0,15188.0,2320.0,1948,3
2144T0812004F,1,2,4,9,6,7,6,419.1,11.7,100.0,16490.0,37927.0,2963.3,1947,6
2195T0652156E,1,4,4,22,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2378T4104176P,5,2,4,9,6,7,6,66.4,1.8,100.0,3605.0,8291.5,1046.0,-1,2
2244T2743828E,4,3,4,7,6,7,6,36.6,1.0,100.0,904.0,2079.2,177.5,-1,2
2275T2912572N,4,2,5,26,6,7,6,303.0,8.4,169.0,22262.0,51202.6,3615.5,1900,4
2375T3817010Q,5,3,4,22,6,7,6,158.8,4.4,100.0,4726.0,10869.8,1371.0,-1,3
2362T1808129M,4,3,4,22,6,4,6,272.9,41.6,100.0,22481.0,28527.3,2791.3,-1,4
2277T1067447G,3,2,0,25,4,4,2,667.0,140.0,528.0,336547.9,667.0,33265.1,1985,6
2275T1997564X,3,2,5,25,6,7,6,693.4,19.3,66.3,19990.0,45977.0,3252.2,1900,7
2295T2167936L,4,3,4,20,6,7,6,137.6,3.8,100.0,1800.0,4140.0,522.0,2022,3
2491T0246118H,5,2,5,26,6,7,6,41.2,1.1,64.5,1153.5,2653.1,311.3,1991,1
2194T0080004H,0,6,4,16,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2492T0134367F,5,2,4,25,6,7,6,414.2,11.5,100.0,536182.5,1233219.8,106378.0,-1,6
2474T0583918Y,5,3,4,22,6,7,6,255.3,7.1,100.0,4396.0,10110.8,1275.0,-1,4
2242T0638438O,3,2,5,25,6,7,6,608.7,16.9,2028.0,1073403.0,2468826.9,171682.4,1997,7
2260T2488578M,4,2,4,9,6,7,6,121.9,3.4,100.0,1718.0,3951.4,465.1,-1,3
2230T2710167Z,4,2,5,25,6,7,6,280.0,7.8,39.2,4770.0,10971.0,845.9,1952,5
2169T0975896S,2,2,4,7,6,7,6,124.7,3.5,100.0,3340.0,7682.0,969.0,2006,3
2286T2488195T,4,2,4,19,6,4,6,345.7,55.1,100.0,507112.0,627468.6,147098.0,1970,5
2238T0016592G,2,2,4,7,7,7,2,160.9,4.5,100.0,7000.0,16100.0,2030.0,2006,3
2269T0059733S,2,2,4,22,6,7,6,287.6,8.0,100.0,11015.0,25334.5,1991.0,1947,4
2235T2840763C,4,2,4,22,6,7,6,151.9,4.2,100.0,8891.7,20450.8,967.7,2012,3
2274T1015078Y,3,2,4,9,6,7,6,153.3,4.3,100.0,4984.0,11463.2,476.0,-1,3
2364T1575701A,4,3,4,9,6,7,6,274.9,7.6,100.0,8125.0,18687.5,2357.0,-1,5
2272T1530493N,3,2,4,9,6,7,6,188.2,5.2,100.0,33299.0,76587.7,9659.0,1990,4
2312T1599744T,4,2,4,26,6,7,6,109.7,3.1,100.0,108036.0,248482.8,26547.0,2011,2
2235T0822120Z,3,2,4,9,6,7,6,581.4,16.2,100.0,49220.0,113206.0,14277.0,1947,7
2294T3095931N,4,2,4,25,6,7,6,24.9,0.7,100.0,35566.0,81801.8,10317.0,1980,1
2259T0048957W,2,2,4,22,6,4,6,540.2,112.5,100.0,11365.7,12002.7,1488.3,1947,5
2386T0253570R,4,2,4,9,6,7,6,232.7,6.5,100.0,107285.0,246755.5,17754.7,2009,4
2242T2081875J,4,2,4,26,6,7,6,323.1,28.2,100.0,15364.1,25446.9,2087.0,-1,5
2244T0078290M,2,2,4,20,6,7,6,179.7,5.0,100.0,27508.0,63268.4,5015.2,2020,4
2393T2086623Z,4,2,4,26,6,7,0,73.8,2.1,100.0,43557.0,100181.1,9147.0,-1,2
2309T1709826O,4,3,4,9,6,7,6,124.0,3.4,100.0,3388.0,7792.4,539.0,-1,3
2357T0477612O,4,3,4,26,6,7,6,355.4,9.9,100.0,150980.0,347254.0,30020.0,-1,5
2233T0181704N,3,2,4,26,6,7,1,353.4,9.8,100.0,35703.7,82118.4,466.7,2008,5
2169T0598915L,1,2,4,22,6,7,6,128.9,3.6,100.0,116964.0,269017.2,18757.0,2001,3
2170T0642618J,1,4,4,26,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2003,1
2275T2046564N,4,2,4,9,6,7,6,242.3,21.9,100.0,47817.8,71696.9,5474.3,-1,4
2291T2774178H,4,2,5,25,2,7,1,209.9,20.2,1233.0,146320.0,258770.0,19355.2,1974,4
2360T0814028T,4,3,4,10,6,7,6,601.3,44.4,158.0,76033.0,117803.3,8176.199999999999,1949,7
2333T4232407V,5,2,5,25,6,7,6,196.5,5.5,158.0,13501.0,31052.3,2218.4,1990,4
2244T2857461R,4,2,4,7,6,7,6,615.4,17.1,100.0,34543.0,79448.9,5872.0,-1,7
2273T0358904L,3,2,4,10,6,7,6,1528.0,82.5,100.0,53630.0,108279.4,8215.8,1980,7
2133T0256982U,0,5,4,1,7,7,2,36.2,1.0,100.0,1959.6000000000001,4507.099999999999,560.6,2013,1
2354T2046276R,5,2,0,25,7,7,2,305.0,8.0,203.5,27037.0,305.6,6606.0,1948,4
2271T1405885W,3,2,4,7,6,7,6,180.7,5.0,100.0,7500.0,17250.0,2176.0,-1,4
2391T3233741V,5,2,4,26,6,7,6,191.3,5.3,100.0,11835.0,27220.5,5277.0,-1,3
2259T1284599O,3,2,4,26,6,7,6,229.3,6.4,100.0,29606.0,68093.8,3659.5,-1,4
2259T2838615K,4,2,5,25,6,7,6,100.3,5.5,539.7,27718.4,54138.3,3640.0,1992,3
2356T3183329O,5,2,5,25,7,7,2,143.0,4.0,112.7,7010.0,16123.0,2000.0,2008,3
2273T2457544J,4,2,0,25,7,7,2,484.0,13.0,643.5,135645.6,484.8,19948.9,1989,5
2131T0377215B,0,4,4,22,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2137T0048491B,0,6,0,7,6,7,6,513.5,50.4,100.0,53729.6,84721.6,5065.4,1947,7
2476T0572205N,5,2,5,25,6,7,6,717.1,20.0,110.0,34297.0,78883.1,5539.7,2016,7
2325T2929110S,5,3,4,20,6,7,6,309.9,38.3,100.0,93736.0,132729.5,15088.0,-1,4
2406T0226688S,5,2,3,11,6,7,6,357.5,34.2,2600.0,923091.0,1616109.2999999998,174621.0,1886,5
2160T0685012N,1,4,4,20,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2175T0118758C,0,6,0,7,6,5,6,430.3,41.7,100.0,18849.0,26270.7,592.1,1947,6
2254T2222339H,3,2,5,9,6,7,3,1328.0,37.0,167.0,289200.0,665160.0,46407.0,1949,7
2393T4217317T,5,2,5,25,7,7,2,46.0,1.3,660.0,25582.0,58838.6,4146.3,1970,2
2371T1017460M,4,2,4,9,6,7,6,334.8,9.3,100.0,18096.0,41620.8,3014.0,-1,5
2344T0143830H,4,2,4,25,6,7,6,289.9,8.1,100.0,221874.5,510311.4,15531.5,1990,5
2375T4266665B,5,2,4,25,2,7,2,229.8,32.2,1150.0,213725.0,491567.5,34228.600000000006,1933,4
2310T2810472D,5,3,5,22,6,7,3,316.0,14.0,181.8,68730.0,158079.0,11157.0,1958,5
2243T3111890J,4,2,4,7,6,4,6,299.7,42.0,100.0,963453.5,1279148.1,127756.0,-1,3
2344T3121324H,5,2,4,22,6,7,6,112.7,3.1,100.0,7414.7,17053.7,1267.3,-1,3
2275T0690215G,2,2,0,25,7,7,2,173.0,4.0,546.0,41272.0,173.9,8671.7,2021,3
2375T1026998M,4,3,4,22,6,7,6,3.8,0.1,100.0,49.0,112.7,6.0,-1,1
2390T0262632J,4,2,5,25,6,7,6,183.8,5.1,314.0,25089.0,57704.7,4067.5,2010,4
2269T0600843Q,3,2,4,20,6,7,6,89.6,2.5,100.0,2226.0,5119.8,225.0,1989,2
2375T0721253B,4,3,5,25,6,7,6,217.7,6.1,34.0,3218.0,7401.4,610.4,1947,4
2275T0628680N,3,2,4,9,6,7,6,347.9,9.7,100.0,2431.0,5591.3,435.0,1947,5
2275T0086666V,3,2,4,9,6,7,6,342.6,9.5,100.0,8521.0,19598.3,2472.0,1947,5
2241T1426286J,3,2,4,9,6,7,6,95.5,3.5,38.9,5331.0,12261.3,740.5,1900,3
2185T0474314S,0,2,4,9,6,7,6,173.9,4.8,100.0,5562.0,12792.6,2026.0,1947,4
2386T0840939U,4,2,4,25,6,4,6,1488.8,267.6,100.0,7710801.9,8905667.8,1457774.0,-1,7
2392T0695543W,4,3,4,9,6,7,6,499.3,13.9,100.0,6406.3,14734.6,917.0,-1,6
2159T0892283L,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2141T0598312E,1,2,4,22,6,7,6,40.7,1.1,100.0,2743.0,6308.9,795.7,2006,1
2391T4045603H,5,2,4,26,6,7,6,108.5,3.0,100.0,15011.5,34526.5,2465.6,1948,3
2402T0242377Z,5,2,4,7,6,7,6,215.6,6.0,100.0,7735.0,17790.5,2244.0,-1,4
2167T0541633F,0,2,4,10,2,2,2,137.5,44.6,100.0,36889.0,36889.0,3727.0,1947,3
2277T2644048T,4,3,4,9,6,7,6,127.9,3.6,100.0,1193.0,2743.9,346.0,-1,3
2177T0346435Z,0,6,0,25,1,1,2,104.0,34.0,240.0,24925.0,103.9,2250.0,1945,3
2287T0277343A,2,2,5,25,6,7,6,305.5,8.5,140.1,18612.0,42807.6,3031.9,1900,5
2295T0571628Z,3,2,4,9,6,7,6,279.8,7.8,100.0,7559.0,17385.7,1290.0,1947,5
2202T1605553T,3,2,5,25,7,7,2,345.8,9.6,128.5,9031.0,20771.3,1553.0,1975,5
2263T0469681S,3,2,4,10,6,7,6,449.7,24.7,100.0,36091.3,70533.5,7839.5,1948,6
2225T1660037E,3,2,4,20,6,7,6,234.4,28.9,100.0,53997.7,76523.6,6767.2,1994,4
2267T3113636L,4,2,0,25,7,7,2,311.0,8.0,110.0,14905.5,311.7,2146.4,1983,5
2394T3608270X,5,2,4,9,7,7,2,229.2,6.4,100.0,3508.0,8068.4,1018.0,-1,4
2341T1605639P,4,2,4,9,6,7,6,165.7,4.6,100.0,8670.0,19941.0,1378.0,-1,3
2378T3970773S,5,3,4,9,6,7,6,327.3,9.1,100.0,9215.0,21194.5,1281.0,-1,5
2310T0511125S,4,2,0,25,7,7,2,163.0,4.0,228.0,16216.0,163.6,0.0,1997,3
2285T1583116Z,3,2,3,7,6,7,6,300.5,42.9,1313.4,276441.9,394627.0,41132.0,1996,3
2362T0931097M,4,3,4,22,7,7,2,246.7,6.9,100.0,3500.0,8050.0,720.0,-1,4
2391T3233346Q,5,3,4,22,6,7,6,79.4,2.2,100.0,25641.5,58975.5,7438.0,-1,2
2353T1312467F,4,2,4,22,6,7,6,305.5,8.5,100.0,12446.0,28625.8,1910.2,-1,4
2331T0710408G,4,3,5,25,7,7,2,282.6,7.9,118.1,43540.0,100142.0,7017.599999999999,1947,3
2374T3758565S,5,2,2,20,6,7,6,294.9,33.0,8847.0,2337265.0,3969287.5999999996,222939.3,2012,5
2218T0607827H,3,2,5,25,6,7,6,230.9,6.4,143.6,43230.0,99429.0,6968.1,1997,4
2357T0073708U,4,2,4,22,6,7,6,716.2,19.9,100.0,11989.0,27574.7,3715.0,-1,6
2375T3883142E,5,3,5,25,6,7,6,212.5,24.9,103.1,8792.0,12781.7,1191.6999999999998,1949,4
2357T0966844E,4,2,4,26,6,4,6,173.2,22.9,100.0,526120.1,720514.8,42985.7,1999,4
2393T2859263X,5,2,4,22,7,7,2,250.2,10.1,100.0,233200.5,496188.60000000003,62117.5,-1,4
2330T1593019U,5,3,5,25,6,7,6,470.8,13.1,39.2,8016.0,18436.8,1355.3,1900,6
2478T0303433F,5,2,4,9,6,7,6,153.3,4.3,100.0,4767.0,10964.1,1383.0,-1,3
2263T1723108L,3,2,5,25,6,7,6,158.4,4.4,2082.0,286829.0,659706.7,50296.0,2015,3
2278T1476925L,3,2,4,22,6,7,6,96.7,2.7,100.0,12600.0,28980.0,2022.7,-1,2
2334T3926113I,5,3,4,22,6,7,6,173.8,4.8,100.0,5094.0,11716.2,1478.0,-1,3
2136T0491189W,0,4,4,16,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2259T2016274X,3,2,4,25,6,7,3,134.0,4.0,12.8,2235.0,5139.0,648.0,1997,3
2338T4539891I,5,2,4,9,6,7,6,81.1,2.3,224.4,7915.0,18204.5,1273.0,1980,2
2378T0080585C,4,3,5,26,6,4,6,906.3,161.5,175.0,136642.0,158593.8,10552.7,1900,7
2275T2224620V,4,2,4,22,4,7,4,216.0,21.7,100.0,6443.5,10054.9,1213.7,-1,4
2157T0394406G,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2278T3124666C,4,3,4,23,6,7,6,181.1,7.4,100.0,53220.0,112779.5,15438.0,1998,4
2274T0741247Z,3,2,4,9,6,7,6,193.7,5.4,100.0,2850.0,6555.0,827.0,1990,4
2301T3571090I,5,3,4,9,6,7,6,206.5,5.7,100.0,5123.0,11782.9,1051.0,-1,4
2333T1209776U,4,2,4,9,6,7,6,58.5,1.6,535.0,14961.0,34410.3,66502.0,-1,2
2293T1020696T,3,2,4,25,6,4,6,261.9,35.7,100.0,235215.0,316887.5,68229.0,-1,4
2175T0129961Z,0,6,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2151T0286439L,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2320T1943419I,4,3,4,7,6,7,6,131.6,3.7,100.0,22497.3,51743.9,3945.0,-1,3
2183T0257851D,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2313T4091368M,5,3,4,26,6,7,0,80.5,2.2,100.0,3886.5,8939.0,1994.0,-1,2
2267T1396274B,3,2,0,25,4,7,2,64.0,7.0,855.8,38780.7,64.1,2192.5,2001,2
2351T2608475P,4,3,4,9,6,7,6,171.5,4.8,100.0,31982.0,73558.6,4797.0,-1,4
2214T0178718Y,2,2,5,25,6,7,3,111.0,7.0,2970.0,364383.0,838080.0,52470.0,1989,3
2353T1225273P,4,2,4,11,6,4,6,189.5,43.0,100.0,58753.5,58753.5,4046.5,-1,2
2322T1833127K,4,3,4,20,6,7,6,287.6,8.0,100.0,43404.0,99829.2,8950.0,-1,5
2364T3058290R,5,2,5,25,7,7,2,191.8,5.3,53.0,4420.0,10166.0,792.8,2016,4
2274T3049570Q,4,2,4,11,6,7,6,401.2,11.2,100.0,4427.0,10182.0,487.0,1993,4
2380T4433599U,5,3,5,10,6,4,6,108.6,25.4,72.0,28647.2,28647.2,1360.1,1970,2
2380T0633411S,4,2,4,9,6,7,6,646.4,18.0,100.0,309138.0,711017.4,45180.0,-1,7
2359T2607009N,5,3,4,22,6,7,6,239.8,6.7,100.0,7569.0,17408.7,2756.0,-1,4
2272T1483678Y,3,2,4,22,6,7,6,136.4,3.8,100.0,2413.0,5549.9,832.0,-1,3
2133T1032306Y,2,2,0,25,7,7,2,94.0,2.0,312.0,12781.7,94.2,1766.4,1945,2
2393T2942780C,5,2,4,22,6,4,6,119.7,27.2,100.0,13063.1,13063.1,1126.0,-1,3
2195T0905953P,2,0,5,25,7,7,5,64.4,1.8,725.0,12504.8,28761.2,2044.1,1997,2
2263T2295586V,4,3,4,9,6,7,6,169.4,4.7,100.0,4617.0,10619.1,740.0,-1,3
2257T0962727U,3,2,5,25,6,7,6,440.7,12.3,132.0,24801.0,57042.3,4021.4,1850,6
2274T0430379N,3,2,4,9,6,7,6,213.6,5.9,100.0,32230.0,74129.0,6087.0,1947,4
2392T1744173U,4,2,4,22,6,4,6,139.0,31.6,100.0,7463.1,7463.1,830.0,-1,3
2374T0395222J,4,3,4,11,6,4,6,1081.2,183.3,100.0,140820.0,168238.30000000002,10274.0,-1,6
2278T0799526Q,3,2,5,25,7,7,2,292.8,8.1,1485.0,189048.0,434810.4,30282.9,1990,5
2306T4013369G,5,2,4,9,6,7,6,238.7,6.6,100.0,9247.0,21268.1,1716.0,-1,4
2263T0090109U,3,2,4,26,6,7,6,531.2,14.8,100.0,17783.5,40902.1,5158.5,2006,5
2201T1826447Q,3,2,4,10,6,2,6,129.3,41.9,100.0,20797.4,20797.4,6033.0,-1,3
2359T0365820Y,4,2,4,9,6,2,6,156.9,33.6,100.0,22567.0,28574.3,6546.0,-1,3
2376T3643076X,5,2,0,25,7,7,2,284.0,7.0,40.0,4952.0,284.5,1027.0,1999,4
2269T0052699E,2,2,4,9,6,7,6,1060.1,34.8,100.0,38544.1,85864.1,4868.0,1947,7
2259T0117039K,2,2,5,25,6,7,6,260.1,7.2,432.7,48934.2,112548.7,7880.1,2009,4
2322T3864372F,5,2,5,11,6,7,6,396.6,11.0,1428.1,738849.0,1699352.7,118190.6,1940,6
2330T1148331K,4,2,4,26,6,7,6,133.3,3.7,100.0,37945.0,87273.5,3263.0,2008,3
2206T0343445H,2,2,0,9,7,7,2,688.0,19.0,70.3,21028.0,688.5,84184340.0,1945,6
2422T0076532C,5,2,4,10,6,2,6,48.2,15.6,100.0,9970.0,9970.0,1485.0,-1,2
2144T0121509S,0,6,4,11,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2244T0000668A,2,2,4,9,6,7,6,128.8,3.6,100.0,3941.0,9064.3,45.0,1947,3
2308T4299843O,5,2,4,25,6,7,6,627.4,52.3,100.0,77260.7,130423.7,22411.0,-1,7
2149T0490816A,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2179T0760554S,1,4,4,6,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2336T1479201K,5,2,4,22,6,7,6,412.7,11.5,289.0,77779.0,178891.7,12492.0,1947,5
2242T2589627H,4,3,4,9,6,7,6,172.1,16.7,100.0,30493.2,48320.100000000006,3769.0,-1,4
2133T0166038Y,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2240T2624731J,4,2,4,26,6,7,6,78.9,2.2,100.0,20933.0,48145.9,4157.0,1991,2
2351T0457449V,4,2,4,22,6,7,6,116.9,3.3,100.0,4349.0,10002.7,1262.0,-1,3
2269T2629457G,4,2,4,26,6,7,6,241.3,6.7,100.0,1532257.3,3524191.9,435305.0,2016,4
2406T0388325N,5,3,5,25,6,7,3,131.0,14.0,21.5,4593.0,10563.0,1092.0,1968,3
2331T1962277B,4,2,4,22,6,7,6,167.6,4.7,100.0,103089.0,237104.7,29903.0,-1,3
2275T3183403C,4,2,0,22,4,4,2,153.0,16.0,266.4,14530.9,54.6,1407.3,1900,3
2233T0683900T,3,2,4,9,6,7,6,271.6,7.6,100.0,8267.7,19015.6,847.0,1976,5
2263T3058899A,4,3,5,10,6,6,6,0.0,0.0,103.0,0.0,0.0,0.0,1948,7
2325T3643511R,5,2,0,25,7,7,2,460.0,12.0,180.4,36108.5,460.4,1972.2,1945,5
2233T1558084F,3,2,5,22,6,7,3,262.0,7.0,292.6,99978.0,229950.0,14397.0,1999,4
2213T2917972V,4,3,4,26,6,7,6,94.5,2.6,100.0,4728.0,10874.4,1371.0,-1,3
2306T1491818N,4,2,4,20,6,7,6,361.5,10.1,100.0,4022.0,9250.6,1004.0,-1,5
2266T2882346Q,4,2,4,9,6,7,6,408.6,20.9,1511.0,727883.0,1674130.9,116437.3,2011,6
2317T0245531V,4,2,4,10,6,7,6,805.3,22.4,100.0,35548.0,81760.4,3487.0,-1,7
2127T0778293Z,1,6,0,25,7,7,2,586.0,39.0,3954.0,1231893.9,586.4,44584.600000000006,2015,7
2203T2304452N,4,2,4,9,6,7,6,189.4,5.3,100.0,875276.0,2013134.8,253891.3,-1,4
2234T3133495Z,4,2,4,22,6,7,6,103.2,2.9,100.0,4444.0,10221.2,1289.0,-1,2
2375T0783300M,4,2,4,22,6,7,6,493.0,23.0,100.0,2846327.5999999996,5640020.3,289992.7,-1,5
2269T2302693K,4,2,4,25,6,7,6,215.9,6.0,100.0,11851.0,27257.3,1645.0,-1,4
2322T3797395E,5,2,4,9,6,7,6,69.7,1.9,100.0,28351.0,65207.3,10835.0,1994,2
2259T3233227U,5,3,5,26,7,7,2,233.0,7.0,196.2,35862.0,82482.0,5901.0,1992,4
2259T0020439A,2,2,0,25,7,7,2,641.0,17.0,118.0,32911.0,641.5,0.0,1999,6
2433T0249012J,5,2,4,22,6,7,6,106.1,3.0,100.0,1443.0,3318.9,419.0,2013,2
2169T0440709P,0,2,4,20,6,7,6,46.7,1.3,100.0,1534.0,3528.2,576.7,1947,2
2351T2279276C,4,2,4,9,6,7,6,219.0,6.1,100.0,17807.0,40956.1,3038.0,-1,4
2276T1985527Z,3,2,0,25,4,4,2,135.0,21.0,1159.0,126559.7,135.2,9660.9,1989,3
2213T0709256F,3,2,4,9,6,4,6,535.7,93.1,100.0,20041.6,23601.0,2282.0,1947,7
2335T2791321N,5,0,0,22,5,7,5,64.0,2.0,11062.4,192452.59999999998,1173.5,30826.0,2023,2
2377T3312870S,5,2,0,25,4,7,2,116.0,11.0,238.7,17815.8,116.7,5379.6,1948,3
2159T0435485H,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2313T2329481P,4,2,4,22,6,7,6,161.6,4.5,100.0,100458.0,231053.4,29140.0,-1,3
2331T4306449N,5,2,5,25,7,7,2,825.8,23.0,88.3,31714.3,72942.9,13662.9,1900,7
2367T0510763Z,4,3,4,9,6,7,6,111.7,3.1,423.6,43193.7,99345.4,11160.3,-1,2
2377T0418090A,4,3,4,9,6,4,6,188.8,27.0,100.0,15512.0,20348.0,2390.0,1968,4
2331T1913946E,5,2,5,25,6,7,4,104.5,2.9,21.0,3102.0,7134.6,592.8,2014,3
2278T0671942O,3,2,4,20,6,4,6,189.6,27.5,100.0,17613.5,22943.5,1400.0,1947,3
2235T2039682H,3,2,5,9,6,7,3,450.0,13.0,39.5,23199.0,53361.0,4098.0,2009,5
2310T1018171M,4,3,4,10,6,7,6,486.1,59.4,100.0,61247.5,87161.7,6717.0,-1,6
